,Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
109,Latvia,LVA,97.65262407,97.64879162,97.71357759,97.78019233,97.85105207,97.92152986,97.98853913,98.05495032,98.12163681,98.18850547,98.25561036,98.32299025,98.39064514,98.45857504,98.52691473,98.59556082,98.59556082,98.59556082
110,Lebanon,LBN,85.39440026,85.8519864,86.30957254,86.76715868,87.22474482,87.68233097,88.13991711,88.59750325,89.05508939,89.51267554,89.97026168,90.42784782,90.88543396,91.34302011,91.80060625,92.25819239,92.25819239,92.25819239
111,Lesotho,LSO,66.36987879,66.72033451,67.07293477,67.42745063,67.7843136,68.14263597,68.503069,68.84173584,69.18189808,69.52267554,69.86515582,70.20867797,70.55345479,70.89882855,71.2454473,71.59287175,71.59287175,71.59287175
112,Liberia,LBR,61.7105199,62.27852344,62.8434618,63.40476505,63.96269701,64.51698329,65.06762389,65.61486679,66.15845345,66.70004576,67.23953279,67.77680358,68.3115256,68.84382003,69.37357591,69.90047658,69.90047658,69.90047658
113,Libya,LBY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75
114,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
115,Lithuania,LTU,90.04549146,90.55959392,91.07064801,91.58326793,92.0974537,92.62514465,93.16455722,93.70274809,94.23971726,94.76662299,95.28524026,95.80532012,96.32837588,96.85404916,97.38187538,97.38087004,97.38087004,97.38087004
116,Luxembourg,LUX,99.92108,99.924215,99.926495,99.928715,99.930885,99.93299,99.935045,99.937045,99.939,99.94089,99.942735,99.94453,99.946235,99.94784,99.94936,99.9508,99.9508,99.9508
117,"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
118,"Macedonia, FYR",MKD,97.8888956,97.88772548,97.88655535,97.88538523,97.88420951,97.38819884,96.89533399,96.62205124,96.63478954,96.64714264,96.65903846,96.67048152,96.68139798,96.77686198,96.77576303,96.77404592,96.77404592,96.77404592
119,Madagascar,MDG,36.68813999,37.48022757,38.27460368,39.07082993,39.86937038,40.81985075,41.77711865,42.74077161,43.71179679,44.68650995,45.6658623,46.64940261,47.6366694,48.62814982,49.62289522,50.6213902,50.6213902,50.6213902
120,Malawi,MWI,51.60495742,52.65152819,53.6963109,54.73965936,55.78119942,56.8212646,57.85950107,58.89622202,59.93109394,60.96704549,62.00433732,63.04205858,64.08042926,65.11883139,66.15717178,67.19508468,67.19508468,67.19508468
121,Malaysia,MYS,98.15486634,98.18961991,98.0167719,97.85221429,97.69580653,97.547186,97.40633653,97.27303862,97.14712361,97.02820006,96.91621501,96.81090213,96.71047501,96.61439086,96.52228354,96.43380565,96.43380565,96.43380565
122,Maldives,MDV,88.58493936,89.8138276,91.00354845,92.1522294,93.25845308,94.32044311,95.33704171,96.30676438,97.23048663,98.10934359,98.19164112,98.05673113,98.01105704,97.96662063,97.92358159,97.88197985,97.88197985,97.88197985
123,Mali,MLI,49.22409852,50.92129376,52.61652226,54.30896024,55.99914533,57.68528737,59.36891564,61.04860137,62.7251889,64.39698484,66.06176659,67.71894178,69.36854829,71.00974177,72.64317769,74.26804958,74.26804958,74.26804958
124,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
125,Marshall Islands,MHL,NaN,79.31113531,79.2213885,79.13278862,79.0456224,78.95931637,78.87444399,78.79043181,78.70785328,78.62642168,78.54585027,78.46671251,78.38872168,78.31187777,78.23589406,78.161344,78.161344,78.161344
126,Mauritania,MRT,53.60732716,54.81202026,55.99707095,57.16223344,58.30679098,59.43109482,60.53549622,61.62034644,62.68505481,63.73048859,64.7565731,65.76326971,66.75188058,67.72193215,68.67343982,69.60767873,69.60767873,69.60767873
127,Mauritius,MUS,99.27977595,99.32341723,99.36729397,99.41140618,99.45575385,99.50034241,99.54516532,99.59022256,99.6355179,99.68104646,99.72680824,99.77280531,99.81903297,99.86551562,99.86535947,99.86522415,99.86522415,99.86522415
128,Mexico,MEX,89.31018685,89.95484361,90.59275266,91.22400035,91.84883695,92.46701142,93.07892831,93.68451008,94.2839686,94.87712962,95.46432091,96.04530988,96.62032758,97.18941163,97.75277389,98.31047115,98.31047115,98.31047115
129,"Micronesia, Fed. Sts.",FSM,92.61359,92.257667,91.901744,91.545821,91.189898,90.833975,90.4776656,90.1212021,89.7647202,89.4081555,89.051416,88.6957667,88.3411386,88.3437836,88.3475924,88.3524592,88.3524592,88.3524592
130,Moldova,MDA,84.05934754,84.23650976,84.41433094,84.5928111,84.77195022,84.95174831,85.13220536,85.31332139,85.49509638,85.68182287,85.87343677,86.06934407,86.26965288,86.47394803,86.68198991,86.69334497,86.69334497,86.69334497
131,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
132,Mongolia,MNG,65.00603212,66.46120464,67.88319566,69.27175354,70.62668056,71.94580242,73.23166158,74.48370091,75.70240544,76.8855379,78.03646734,79.1539717,80.23001836,81.2649034,82.26101633,83.21989314,83.21989314,83.21989314
133,Montenegro,MNE,NaN,NaN,NaN,NaN,NaN,NaN,95.28767403,95.47099699,95.65345228,95.83506361,96.01581669,96.16576004,96.35914019,96.47959287,96.72920192,97.6275668,97.6275668,97.6275668
134,Morocco,MAR,64.12549014,65.43018037,66.72256151,68.00145992,69.26747227,70.60086482,71.93120382,73.24080923,74.52974016,75.79761669,77.04497636,78.27147866,79.47762173,80.66274425,81.82668302,82.96999532,82.96999532,82.96999532
135,Mozambique,MOZ,22.2128017,23.49469151,25.18456675,26.87344937,28.56184004,30.24923257,31.93661726,33.62250041,35.30835917,36.99953264,38.69591329,40.39787493,42.10530178,43.81807802,45.53561475,47.25874511,47.25874511,47.25874511
136,Myanmar,MMR,54.8349743,55.67099444,56.51022431,57.3524389,58.19767794,59.04544453,59.89551365,60.74816839,61.60216042,62.45753307,63.3106655,64.16149342,65.00948019,65.85458293,66.69721688,67.53664134,67.53664134,67.53664134
137,Namibia,NAM,77.40941662,77.33978603,77.37676331,77.4409539,77.51411338,77.59479211,77.68399609,77.78118298,77.88674487,77.99884001,78.11944341,78.24700918,78.38223761,78.51725829,78.6526185,78.7872086,78.7872086,78.7872086
138,Nauru,NRU,95.10731155,95.50132378,95.89533601,96.28934823,96.68336046,97.07737268,97.47138491,97.86539713,98.25940936,98.65342159,99.04743381,99.44144604,99.83545826,100,100,100,100,100
139,Nepal,NPL,79.50427881,80.1238194,80.70219768,81.27589101,81.84487881,82.40889529,82.96780622,83.52147737,84.06985233,84.61270113,85.14994948,85.6813853,86.20700049,86.72654717,87.23983742,87.74666809,87.74666809,87.74666809
140,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
141,New Caledonia,NCL,94.51624682,94.51624682,94.51624682,94.85998616,95.2037255,95.54746484,95.89120418,96.23494352,96.57868286,96.9224222,97.26616154,97.60990089,97.95364023,98.29737957,98.64111891,98.98485825,98.98485825,98.98485825
142,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
143,Nicaragua,NIC,80.6349885,80.72451417,80.8154315,80.9070661,81.00009675,81.09349536,81.19141404,81.29322028,81.39896696,81.5090607,81.62320506,81.74145294,81.86385723,81.99047081,82.12134657,82.25617046,82.25617046,82.25617046
144,Niger,NER,37.99811334,38.48123545,38.9700187,39.46430298,39.96508626,40.47103095,40.98311561,41.50058653,42.02326905,42.55209808,43.08576997,43.62520023,44.16964483,44.71944995,45.27494234,45.83537798,45.83537798,45.83537798
145,Nigeria,NGA,46.07740937,47.60183579,49.1137923,50.61258042,52.09754164,53.56767855,55.02318024,56.46383701,57.88943913,59.29842116,60.69168003,62.06393272,63.41547883,64.74602001,66.05591579,67.34496767,67.34496767,67.34496767
146,Northern Mariana Islands,MNP,98.79229168,98.83087695,98.86946222,98.90804749,98.94663277,98.98521804,99.02380331,99.06238858,99.10097385,99.13955912,99.17814439,99.21672966,99.25531493,99.25531493,99.25531493,99.25531493,99.25531493,99.25531493
147,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
148,Oman,OMN,NaN,76.33919524,76.3335595,76.32792376,76.417532,76.5789959,78.13136041,79.66861745,81.1910133,82.69832448,84.19131393,85.67022795,87.13331588,88.58098785,90.01422965,90.943688,90.943688,90.943688
149,Pakistan,PAK,88.93699618,88.92915829,88.91969704,88.9081692,88.89450338,88.87839855,88.85977238,88.83842772,88.81416741,88.78671231,88.7559582,88.72170792,88.6837643,88.64187013,88.59584467,88.54555632,88.54555632,88.54555632
150,Palau,PLW,91.6530819,92.40659291,93.12394741,93.80570511,94.45365483,95.06832147,95.64717034,96.19316568,96.70954568,97.1991391,97.66468139,98.10863519,98.53341276,98.94098213,99.33338094,99.57514402,99.57514402,99.57514402
151,Panama,PAN,88.19571351,88.67326652,89.14726376,89.61772229,90.08483713,90.54826371,91.00820274,91.46483222,91.91784167,92.36741475,92.81356853,93.25687279,93.69727635,94.13472803,94.56905553,95.00022473,95.00022473,95.00022473
152,Papua New Guinea,PNG,36.70517127,36.69313879,36.68329403,36.67344928,36.66305759,36.65321283,36.64336808,36.63352332,36.62367857,36.61383381,36.60398905,36.59359737,36.58375261,36.58101796,36.5853934,36.59633202,36.59633202,36.59633202
153,Paraguay,PRY,75.02805771,76.86444137,78.66572548,80.31770101,81.93388559,83.53726187,85.12816598,86.70659794,88.27255773,89.82570129,91.36662678,92.89513482,94.41113541,95.91527435,97.40689521,98.88534157,98.88534157,98.88534157
154,Peru,PER,80.5234382,81.22393737,81.91293669,82.5909529,83.25773946,83.91309897,84.55788068,85.19155468,85.81492111,86.42631646,87.02663914,87.61560486,88.1940629,88.7617781,89.31955061,89.86763835,89.86763835,89.86763835
155,Philippines,PHL,86.08739209,86.37520866,86.66359261,86.95231038,87.24147918,87.53132673,87.82150893,88.11214048,88.40322139,88.6948622,88.98695069,89.28286208,89.58251896,89.88573673,90.19265328,90.5029776,90.5029776,90.5029776
156,Poland,POL,NaN,NaN,NaN,NaN,NaN,97.920094,97.9162645,97.9124005,97.908502,97.904638,97.900774,97.89691,97.893736,97.8912865,97.889596,97.8885955,97.8885955,97.8885955
157,Portugal,PRT,98.54303825,98.64534215,98.7479205,98.85079144,98.95395424,99.05740005,99.1611367,99.26515664,99.36946051,99.47403792,99.578895,99.68402686,99.78940923,99.86819791,99.90310683,99.90456968,99.90456968,99.90456968
158,Puerto Rico,PRI,97.06014546,97.06394812,97.06775078,97.07155344,97.0753561,97.07915875,97.08296141,97.08676407,97.09056673,97.09436939,97.09817205,97.10197471,97.10577737,97.10958003,97.11338269,97.11718534,97.11718534,97.11718534
159,Qatar,QAT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
160,Romania,ROU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
161,Russian Federation,RUS,95.32288442,95.32236378,95.39298664,95.46821089,95.54478194,95.62105127,95.69701888,95.77268479,95.84804898,95.92300812,95.99777225,96.07223466,96.14723491,96.22286237,96.29874666,96.37505701,96.37505701,96.37505701
162,Rwanda,RWA,46.98788147,47.6496912,48.32235503,48.95346609,49.58407857,50.22046456,50.86308781,51.51210226,52.16735999,52.8216595,53.47555199,54.12812236,54.77818549,55.42601935,56.06989396,56.71010797,56.71010797,56.71010797
163,Samoa,WSM,93.01255743,93.00802498,93.01435048,93.02645361,93.03845713,93.32726953,93.61076727,93.88894916,94.16201905,94.43012635,94.69333708,94.95169004,95.20529465,95.42509605,95.48712441,95.51433622,95.51433622,95.51433622
164,San Marino,SMR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
165,Sao Tome and Principe,STP,66.92283738,67.81947885,68.71168904,69.59660126,70.474152,71.34464276,72.20813878,73.06482559,73.91488869,74.75862105,75.59609645,76.4275004,77.25311948,78.07313278,78.88771943,79.69705854,79.69705854,79.69705854
166,Saudi Arabia,SAU,96.80861994,96.80861994,96.80861994,97.12704721,97.44547448,97.76390175,98.08232901,98.40075628,98.71918355,99.03761082,99.35603809,99.67446536,99.99289263,99.99289263,99.99289263,99.99289263,99.99289263,99.99289263
167,Senegal,SEN,61.62394197,62.53519806,63.442804,64.34627508,65.25203231,66.15943847,67.0682561,67.97741989,68.88629262,69.79423708,70.70095914,71.60512122,72.50707291,73.40519018,74.2994512,75.18863166,75.18863166,75.18863166
168,Serbia,SRB,91.81794571,91.79547758,91.77301662,91.75056283,91.72813119,91.29829111,90.86462842,90.42714545,90.10530947,90.08509752,90.06488741,90.04463639,90.02442999,90.00349929,89.98188794,91.18245316,91.18245316,91.18245316
169,Seychelles,SYC,93.26460299,93.50374592,93.74288884,93.98203177,94.2211747,94.46031762,94.69946055,94.93860348,95.1777464,95.41688933,95.65603226,95.89517518,96.13431811,96.23298618,96.24196017,96.2508915,96.2508915,96.2508915
170,Sierra Leone,SLE,38.72314096,39.03697106,40.4182376,41.79471798,43.16638003,44.53280928,45.8984647,47.26296026,48.62626006,49.98726709,51.34595619,52.70194131,54.05483645,55.40455209,56.75009844,58.09139672,58.09139672,58.09139672
171,Singapore,SGP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
172,Sint Maarten (Dutch part),SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5
173,Slovak Republic,SVK,97.980893,97.979423,97.976273,97.973123,97.969973,97.966823,97.963652,97.960481,97.957331,97.95416,97.948385,97.94261,97.937423,97.932845,97.928897,97.925558,97.925558,97.925558
174,Slovenia,SVN,99.6158292,99.60953401,99.603108,99.59633754,99.58958945,99.58286373,99.57616038,99.56947939,99.5628175,99.55618452,99.54956761,99.54297622,99.53640719,99.52986053,99.52339469,99.52328034,99.52328034,99.52328034
175,Solomon Islands,SLB,80.22806491,80.27514077,80.32318726,80.37220439,80.42219216,78.83957801,77.27491151,75.72866977,74.20153074,72.69358971,71.20550475,69.73540861,68.283522,66.84954469,65.43309691,64.03405938,64.03405938,64.03405938
176,Somalia,SOM,20.68159921,21.91640982,23.15653721,24.40418657,25.65948891,26.92213311,28.193129,29.4721709,30.75893132,32.05445282,33.35794395,34.66951934,35.98977397,37.31883884,38.65635372,40.00243322,40.00243322,40.00243322
177,South Africa,ZAF,76.98000071,77.52467439,78.08552164,78.64651752,79.1993265,79.74273541,80.27763808,80.80407705,81.32248504,81.83135083,82.33190884,82.82383265,83.30754791,83.78025894,84.24356914,84.69726547,84.69726547,84.69726547
178,South Sudan,SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.74827791,44.66051376,46.57505017,48.4918803,50.41121109,50.41121109,50.41121109
179,Spain,ESP,100,100,100,100,100,100,100,100,100,100,100,100,100,99.97186524,99.94356978,99.94341049,99.94341049,99.94341049
180,Sri Lanka,LKA,77.46903302,78.45634815,79.44373681,80.43160434,81.41974244,82.4081511,83.39683032,84.38563944,85.37487107,86.36437327,87.35414603,88.34418935,89.33450324,90.32618316,91.31884532,92.31186429,92.31186429,92.31186429
181,St. Kitts and Nevis,KNA,98.21339286,98.29719388,98.3809949,98.46479592,98.54859694,98.63239796,98.71619898,98.8,98.88380102,98.96760204,98.96760204,98.96760204,98.96760204,98.96760204,98.96760204,98.96760204,98.96760204,98.96760204
182,St. Lucia,LCA,88.48083934,88.46253646,88.39297334,89.17724652,89.97250785,90.77861715,91.59495464,92.42120615,93.256882,94.10171347,94.95849159,95.83906859,96.64425564,97.42606641,98.16256726,98.16245367,98.16245367,98.16245367
183,St. Martin (French part),MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,St. Vincent and the Grenadines,VCT,93.15182961,93.29421463,93.43659965,93.57898467,93.72136969,93.86375471,94.00613973,94.14852475,94.29090977,94.4332948,94.57567982,94.71806484,94.86044986,95.00283488,95.1452199,95.1452199,95.1452199,95.1452199
185,Sudan,SDN,43.42977604,43.44303594,43.45629584,43.46955575,43.48281565,44.87897128,46.27477523,47.67022747,49.06532802,50.46428164,51.86713942,53.2734853,54.68336375,56.09636532,57.51231086,58.93144857,58.93144857,58.93144857
186,Suriname,SUR,88.83825408,89.34628966,89.85271754,90.35706597,90.85957712,91.33569663,91.81104942,92.28792183,92.76650568,93.24694247,93.72893662,94.21264221,94.69805925,94.69100479,94.68529898,94.68094181,94.68094181,94.68094181
187,Swaziland,SWZ,52.15380767,53.15908227,54.16658433,55.17629338,56.18733912,57.20099625,58.21640133,59.23395876,60.25881666,61.29186055,62.3315904,63.37809654,64.431442,65.49057215,66.55555682,67.62608877,67.62608877,67.62608877
188,Sweden,SWE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
189,Switzerland,CHE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
190,Syrian Arab Republic,SYR,94.8544562,95.03778875,95.20303933,95.36510211,95.52414994,95.67994252,95.83300682,95.98321213,96.13050785,96.27478437,96.41611334,96.55427975,96.68935104,96.70771173,96.72625788,96.74485039,96.74485039,96.74485039
191,Tajikistan,TJK,57.18496435,58.37751768,59.57147444,60.76593174,61.9802119,63.19353565,64.40670654,65.61895413,66.83101575,68.04251446,69.25313954,70.46352897,71.67835241,72.89671581,74.11772513,74.13972956,74.13972956,74.13972956
192,Tanzania,TZA,31.59367299,32.7410724,33.88801641,35.12581429,36.3804166,37.63491355,38.88965201,40.14404269,41.39888095,42.65221636,43.90574911,45.15800465,46.40975878,47.65957214,48.9047537,50.14528001,50.14528001,50.14528001
193,Thailand,THA,94.25294722,94.57128038,94.88337545,95.18863614,95.48702407,95.77786256,96.06129261,96.33694307,96.6046156,96.86397823,97.11496539,97.3564749,97.58861731,97.81162645,98.02570895,98.23114483,98.23114483,98.23114483
194,Timor-Leste,TLS,NaN,NaN,52.02081699,53.34279676,54.66676323,56.06016138,57.4600648,58.8648002,60.27412122,61.68777528,63.10639135,64.52912351,65.95301423,67.37654684,68.79998629,70.22330007,70.22330007,70.22330007
195,Togo,TGO,45.38619252,46.55204428,47.71788825,48.88322543,50.04803668,51.21183363,52.37507061,53.53772847,54.70025092,55.86076958,57.02111879,58.18036011,59.34029808,60.49953781,61.65851023,62.81763777,62.81763777,62.81763777
196,Tonga,TON,98.49200315,98.49157867,98.49116882,98.49074434,98.49031985,98.63160422,98.77294873,98.91421725,99.05549236,99.19690672,99.33846032,99.48015316,99.62198093,99.76392928,99.90602006,99.90588051,99.90588051,99.90588051
197,Trinidad and Tobago,TTO,91.88589965,92.34541414,92.80492864,93.26444313,93.72395762,94.18347211,94.6429866,95.1025011,95.56201559,96.02153008,96.48104457,96.94055907,96.94055907,96.94055907,96.94055907,96.94055907,96.94055907,96.94055907
198,Tunisia,TUN,87.67075375,88.18718471,88.69768119,89.20253771,89.69244973,90.13581632,90.57658044,91.01476316,91.4508202,91.88409953,92.31525319,92.74386752,93.17166719,93.59054577,93.9113446,94.23021796,94.23021796,94.23021796
199,Turkey,TUR,95.49076439,95.53741803,95.83970431,96.13217528,96.41494464,96.68793084,96.9515458,97.20578063,97.45077177,97.68658614,97.91348719,98.13154941,98.34083579,98.54168298,98.73445166,98.89935342,98.89935342,98.89935342
200,Turkmenistan,TKM,83.98809972,84.73041159,85.46724043,86.19846072,86.92407246,87.6447708,88.3601952,89.06985868,89.77337578,90.47029779,91.16017428,91.84260818,92.51717486,93.18346301,93.82762961,94.45457734,94.45457734,94.45457734
201,Turks and Caicos Islands,TCA,86.49090909,87.05,87.60909091,88.16818182,88.72727273,89.28636364,89.84545455,90.40454545,90.96363636,91.52272727,92.08181818,92.64090909,93.2,93.75909091,94.31818182,94.31818182,94.31818182,94.31818182
202,Tuvalu,TUV,NaN,97.891432,97.894728,97.901248,97.909424,97.917592,98.065768,98.213944,98.36212,98.510256,98.658368,98.806456,98.95452,99.102512,99.250256,99.257736,99.257736,99.257736
203,Uganda,UGA,30.00812958,30.53427525,31.06011883,31.65071813,32.25818027,32.86498958,33.47197553,34.07862034,34.68485681,35.29061775,35.89625963,36.5012826,37.10644893,37.71166451,38.31683528,38.92146587,38.92146587,38.92146587
204,Ukraine,UKR,95.66028867,95.79038287,95.92178084,96.05341867,96.18449206,96.31467585,96.44331331,96.57065234,96.69670757,96.82147879,96.94494961,97.06705131,97.18771899,97.49938091,97.6164046,97.73177956,97.73177956,97.73177956
205,United Arab Emirates,ARE,99.6530433,99.65128368,99.64955346,99.64785263,99.646177,99.64453497,99.64291394,99.64135589,99.63985245,99.6383994,99.63700514,99.63566128,99.63436361,99.63311634,99.63191946,99.63076458,99.63076458,99.63076458
206,United Kingdom,GBR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
207,United States,USA,NaN,NaN,NaN,NaN,NaN,99.14818113,99.15347145,99.15873083,99.16395927,99.16915677,99.1742924,99.17948991,99.18468741,99.18991585,99.19517523,99.20043461,99.20043461,99.20043461
208,Uruguay,URY,96.75302664,96.825814,96.89621922,96.96477167,97.03094199,97.28000713,97.5184432,97.7464356,97.96462404,98.17323144,98.37301218,98.56417039,98.7470999,98.92181088,99.08892217,99.24911101,99.24911101,99.24911101
209,Uzbekistan,UZB,85.36004714,86.16543476,86.97214996,87.78019274,88.58970404,89.40053413,90.21268301,90.85183541,91.47253369,91.46462743,91.45965778,91.45762474,91.45864126,91.45864126,91.45864126,91.45864126,91.45864126,91.45864126
210,Vanuatu,VUT,81.6060984,81.65599431,81.70624661,81.75721172,81.80853323,82.61673996,83.42242949,84.22539237,85.02575472,85.82346967,86.61834339,87.41034465,88.19930565,88.98534211,89.76829665,90.50425522,90.50425522,90.50425522
211,"Venezuela, RB",VEN,96.06151262,96.20699712,96.32162391,96.42138423,96.52090989,96.62005474,96.71911388,96.81779779,96.91625262,97.01447839,97.11247508,97.2102427,97.30778124,97.40533833,97.41115733,97.41722394,97.41722394,97.41722394
212,Vietnam,VNM,77.85511363,78.64026281,79.49261009,80.41281953,81.32386985,82.22516704,83.11672453,83.99830209,84.86957717,85.73018933,86.57984934,87.41839477,88.24569879,89.06170803,89.86634013,91.19176624,91.19176624,91.19176624
213,Virgin Islands (U.S.),VIR,100,99.9997,99.9994,99.9991,99.9988,99.9985,99.9982,99.9979,99.9976,99.9973,99.997,99.9967,99.9964,99.9964,99.9964,99.9964,99.9964,99.9964
214,West Bank and Gaza,PSE,88.21386987,88.20413552,88.19036918,88.17251144,88.15065837,88.12478721,88.09495515,88.06118275,88.02350221,87.98186745,87.93622349,87.88647174,87.83263527,87.77462464,87.7123138,87.64586102,87.64586102,87.64586102
215,"Yemen, Rep.",YEM,42.7096553,42.96533296,43.22494412,45.44084432,47.63746777,49.81351613,51.96867446,54.1022411,56.21432979,58.30393615,60.37119494,62.41555148,64.43653506,66.43454116,68.40859864,70.35886323,70.35886323,70.35886323
216,Zambia,ZMB,48.58468732,49.34164143,50.22787888,51.10792229,51.98274851,52.85129914,53.71451842,54.57185676,55.42326524,56.26823504,57.10719344,57.9400915,58.76862202,59.5926382,60.41157417,61.22530759,61.22530759,61.22530759
217,Zimbabwe,ZWE,70.38538133,70.53533339,70.45535205,70.18516467,69.88499127,69.58417668,69.28235146,68.97989604,68.67643549,68.37235572,68.0672763,67.76158866,67.45490686,67.14762782,66.85015101,66.56310131,66.56310131,66.56310131